first_name,last_name,age,favorite_os,IQ
Hadley,Jimenez,69,AndroidOS,121.0
Marvin,Campbell,42,Windows,111.0
King,Rivera,58,iOS,114.0
Eleanor,Richardson,58,iOS,95.0
Jonny,Watson,21,iOS,119.0
Ivy,Reyes,40,iOS,120.0
Bruce,Little,37,AndroidOS,123.0
Lane,Gonzalez,60,iOS,87.0
Taylor,Patel,34,iOS,88.0
Nash,Gray,45,iOS,96.0
Bruce,Torres,70,iOS,105.0
Harry,Brown,20,iOS,116.0
Andrey,Torres,32,AndroidOS,86.0
Steve,Sullivan,70,AndroidOS,108.0
Weston,Smith,20,iOS,121.0
Emmet,Nelson,74,,109.0
Everleigh,Sancherz,24,AndroidOS,111.0
Lauren,Sullivan,49,AndroidOS,119.0
Hunter,Garcia,45,AndroidOS,99.0
Steven,Hill,37,AndroidOS,107.0
Tom,Turner,24,iOS,110.0
Bryson,Murphy,37,iOS,113.0
Avery,Williams,24,iOS,113.0
Bob,Powell,38,iOS,128.0
,Johnson,46,iOS,127.0
Bryce,Carter,40,iOS,88.0
Emmet,Sullivan,46,AndroidOS,110.0
Vanessa,Harris,32,iOS,97.0
,White,36,iOS,124.0
Evelyn,Torres,71,,103.0
Blake,Morgan,27,iOS,121.0
Hazel,Guiterrez,71,,94.0
Rhett,Bloom,43,iOS,113.0
Natasha,Collins,47,AndroidOS,122.0
Julian,Garcia,45,iOS,91.0
Faith,Peterson,29,AndroidOS,119.0
Ashton,Smith,52,AndroidOS,120.0
Bruce,Jenkins,50,iOS,120.0
Christina,Collins,38,iOS,126.0
Oscar,Miller,71,,100.0
Teresa,,24,iOS,91.0
Graham,Long,56,iOS,88.0
Ivor,Nguyen,51,iOS,96.0
Jaxon,Evans,49,iOS,109.0
River,Gibson,41,AndroidOS,100.0
Ivor,Brown,65,iOS,112.0
Bruce,Alvarez,62,AndroidOS,114.0
Andrea,Wood,55,AndroidOS,94.0
Lane,Stewart,67,AndroidOS,87.0
Paul,Richardson,36,AndroidOS,109.0
Kingston,Myers,37,iOS,119.0
Eloise,Phillips,74,,108.0
Ella,Mitchell,67,iOS,87.0
Mike,Phillips,34,iOS,99.0
Harry,Kim,39,AndroidOS,114.0
Wyatt,Flores,39,Windows,
Ron,Powell,30,iOS,98.0
Karter,Rivera,47,AndroidOS,116.0
Christian,Ruiz,60,AndroidOS,99.0
Natasha,Mitchell,60,AndroidOS,108.0
Avery,Cooper,23,AndroidOS,111.0
Eleanor,Hughes,56,iOS,123.0
Mark,Rogers,27,iOS,106.0
Bryson,Perry,51,AndroidOS,
Ivy,Cooper,52,iOS,109.0
Mary,Russel,51,iOS,121.0
Harry,Jenkins,37,iOS,91.0
Journee,Campbell,31,AndroidOS,110.0
Beckett,Cruz,46,AndroidOS,115.0
Archer,Johnson,46,iOS,108.0
Bryson,Martinez,62,iOS,101.0
Julian,Castillo,29,AndroidOS,122.0
Bruce,Ramirez,51,Windows,125.0
Walker,Foster,61,iOS,103.0
Bryce,Harris,54,AndroidOS,98.0
Daisy,Wood,53,iOS,121.0
Austin,Collins,32,AndroidOS,129.0
Christina,Martin,20,AndroidOS,
Beckham,Youmg,35,iOS,95.0
Miles,Martin,29,iOS,103.0
Daisy,White,20,AndroidOS,127.0
Wesley,Flores,36,iOS,87.0
Mason,AllenKing,50,AndroidOS,115.0
Evelyn,Hernandez,22,iOS,106.0
Cole,Gibson,74,,120.0
Alex,Rogers,33,AndroidOS,98.0
Bradley,Ross,29,AndroidOS,126.0
Parker,Ortiz,20,iOS,95.0
Silas,Rodriguez,40,Windows,91.0
Hadley,Turner,61,iOS,105.0
Julian,Rivera,49,AndroidOS,114.0
Alby,Ortiz,37,AndroidOS,94.0
Everett,Sullivan,24,iOS,108.0
Lisa,Cooper,52,AndroidOS,100.0
Easton,Castillo,42,AndroidOS,92.0
Jack,Little,37,iOS,102.0
Abdul,Walker,51,iOS,
Julian,Jones,30,iOS,121.0
Landon,Clark,47,AndroidOS,91.0
Jonathan,Castillo,46,iOS,121.0
Landon,Anderson,58,AndroidOS,89.0
Christian,Fry,42,AndroidOS,120.0
Nash,,36,iOS,106.0
Wyatt,Turner,38,iOS,87.0
Marvin,Thomas,56,AndroidOS,95.0
Jack,Ortiz,74,,98.0
Madison,Sullivan,45,iOS,90.0
Everett,Walker,35,iOS,88.0
Spencer,Cook,74,,93.0
Beckett,Morales,37,Windows,95.0
Karter,Bennet,33,iOS,112.0
Preston,Ross,55,AndroidOS,123.0
Garett,Wood,27,iOS,114.0
Landon,Robinson,67,AndroidOS,97.0
Landon,Reyes,52,iOS,119.0
Emma,Reese,46,iOS,111.0
Lilly,Patel,44,iOS,104.0
Harry,Russel,41,AndroidOS,107.0
Wesley,Price,65,iOS,89.0
Peyton,Evans,58,AndroidOS,91.0
Kingston,Lopez,59,iOS,108.0
Lincoln,Walker,74,,114.0
Alyssa,Collins,31,AndroidOS,126.0
Hunter,Brooks,27,AndroidOS,100.0
Avery,Watson,59,iOS,91.0
Holden,Campbell,24,iOS,100.0
Ivor,Hill,57,AndroidOS,89.0
,Kim,34,iOS,129.0
Eleanor,Howard,68,iOS,126.0
Miles,Castillo,28,iOS,109.0
Teresa,Clark,23,AndroidOS,85.0
Nash,Moore,58,AndroidOS,86.0
Cole,Rivera,20,iOS,118.0
Alby,Carter,46,iOS,114.0
Eleanor,Williams,43,iOS,128.0
Remington,Hughes,32,AndroidOS,99.0
Blake,Collins,43,iOS,112.0
Payton,Morris,72,,111.0
Lena,Sullivan,69,iOS,117.0
Oscar,Morgan,42,AndroidOS,87.0
Piper,Martin,28,AndroidOS,98.0
Bentley,White,22,iOS,96.0
Steven,Edwards,24,AndroidOS,102.0
Emma,Palmer,23,AndroidOS,
Zoe,Morris,45,AndroidOS,
Zoe,Diaz,72,,113.0
Cole,Jimenez,45,Windows,123.0
Bentley,Reese,49,iOS,99.0
Roary,Youmg,49,iOS,118.0
Emmet,Patel,29,iOS,106.0
Presley,Lee,35,Windows,119.0
Andrea,Johnson,31,iOS,128.0
Blake,White,69,iOS,94.0
Jeremy,Ward,67,iOS,117.0
Paul,Rivera,52,iOS,113.0
Bryce,Alvarez,27,AndroidOS,93.0
Lisa,Hernandez,46,AndroidOS,120.0
,Price,65,AndroidOS,105.0
Andrey,Davis,33,AndroidOS,120.0
Ivy,Wright,43,iOS,96.0
Alex,Long,51,AndroidOS,96.0
Faith,Cruz,41,AndroidOS,105.0
Jonathan,Brown,29,iOS,97.0
Brooks,Morales,21,Windows,103.0
Wyatt,Carter,21,iOS,120.0
Georgia,Alvarez,23,iOS,94.0
Lena,Stewart,35,iOS,129.0
Myles,Sullivan,48,AndroidOS,107.0
Lincoln,Anderson,23,AndroidOS,125.0
Dean,Guiterrez,34,iOS,88.0
Alexis,Gibson,69,iOS,110.0
Christian,Wood,52,iOS,118.0
Taylor,Adams,52,AndroidOS,111.0
Blakely,Reed,53,AndroidOS,114.0
Walker,Anderson,58,iOS,105.0
Holden,Williams,68,Windows,109.0
Emmet,Perry,34,iOS,103.0
Avery,Scott,71,,95.0
Lisa,Green,71,,102.0
Parker,Edwards,48,AndroidOS,112.0
Mason,Bennet,23,iOS,88.0
Bradley,Peterson,74,,128.0
Lisa,Sancherz,59,AndroidOS,99.0
Kimberly,Kelly,26,AndroidOS,121.0
Gideon,Bailey,61,iOS,122.0
,Torres,33,iOS,107.0
Kingston,Hernandez,72,,97.0
Paige,Kelly,56,AndroidOS,127.0
Lane,Miller,46,iOS,105.0
,Perry,50,iOS,100.0
Jack,Jimenez,39,iOS,112.0
Kinsley,Cooper,25,AndroidOS,95.0
Hazel,Evans,26,AndroidOS,103.0
Martha,Coleman,24,iOS,106.0
,Perry,61,AndroidOS,123.0
Oscar,Roberts,30,iOS,
Mark,Alvarez,35,AndroidOS,123.0
Tom,Gibson,25,iOS,127.0
Waylon,Reed,74,,93.0
Mary,Stewart,43,iOS,104.0
Alby,Moore,53,AndroidOS,118.0
Teresa,Rivera,27,AndroidOS,129.0
Edward,Ward,37,iOS,93.0
Bryson,Torres,43,Windows,94.0
Hadley,,59,iOS,126.0
Jeremy,Sanders,45,iOS,111.0
Jeremy,,72,,117.0
Avery,Diaz,62,iOS,107.0
Avery,Bloom,66,iOS,121.0
Landon,Davis,43,AndroidOS,93.0
Desirae,Richardson,38,AndroidOS,99.0
Lauren,Gonzalez,52,AndroidOS,
Micheal,Bailey,40,AndroidOS,
,Sancherz,47,AndroidOS,126.0
Everett,Miller,74,,88.0
Madison,Taylor,32,AndroidOS,86.0
Jon,Ward,70,iOS,123.0
Parker,Nelson,50,iOS,91.0
Ivor,Jenkins,41,iOS,109.0
Weston,Hughes,58,iOS,103.0
Brooks,Clark,64,iOS,127.0
Jaxon,Gomez,57,Windows,107.0
Alby,Harris,51,iOS,116.0
Eleanor,Ross,61,iOS,93.0
Brandon,Baker,42,iOS,109.0
Legend,Walker,50,iOS,87.0
Lena,Long,45,iOS,128.0
Tucker,Harris,45,AndroidOS,109.0
Graham,Bailey,36,iOS,104.0
Lucy,Hughes,23,iOS,117.0
Martha,Foster,70,iOS,92.0
Vanessa,White,41,iOS,109.0
Steven,Williams,21,iOS,121.0
Wyatt,Harris,34,AndroidOS,123.0
Shannon,Brown,22,AndroidOS,124.0
Martha,Richardson,43,AndroidOS,98.0
Tom,Cruz,44,iOS,102.0
Landon,Clark,39,iOS,90.0
Josie,Morris,73,,101.0
Millie,Jackson,70,iOS,104.0
Hazel,Ortiz,58,iOS,99.0
Brooke,Thompson,67,iOS,101.0
Ivy,Jones,64,iOS,
Andrea,Johnson,30,iOS,127.0
Leo,Murphy,49,iOS,124.0
King,Cook,35,AndroidOS,97.0
Jeremy,Taylor,27,AndroidOS,85.0
Miles,Rodriguez,42,AndroidOS,124.0
Journee,Sanders,53,iOS,90.0
Beckham,Hughes,26,AndroidOS,99.0
Julian,Williams,67,AndroidOS,91.0
Everleigh,Turner,30,iOS,101.0
Bryce,Williams,44,iOS,99.0
Spencer,Collins,60,iOS,101.0
Waylon,Bloom,47,iOS,88.0
Jonathan,Murphy,21,iOS,105.0
Silas,Myers,21,iOS,107.0
Jonathan,Jones,29,iOS,123.0
Silas,Flores,59,iOS,85.0
King,Jackson,55,AndroidOS,88.0
Kimberly,Long,45,iOS,92.0
Ella,Gray,42,Windows,104.0
Myles,Long,62,iOS,127.0
Hayden,Kelly,57,AndroidOS,107.0
Brandon,Rogers,47,iOS,98.0
Everett,Brown,58,iOS,95.0
Steve,Adams,36,AndroidOS,89.0
Brooke,Foster,66,iOS,111.0
Madeline,Bloom,70,AndroidOS,
Hazel,Phillips,74,,120.0
Walker,Campbell,45,iOS,122.0
Alyssa,Ross,27,iOS,106.0
Marley,Moore,65,iOS,90.0
Beckett,Lewis,51,AndroidOS,116.0
Jonathan,Collins,71,,92.0
Hazel,Parker,34,iOS,118.0
Parker,Cooper,34,AndroidOS,106.0
Arthur,AllenKing,29,iOS,111.0
Arthur,Garcia,36,AndroidOS,123.0
Sawyer,AllenKing,56,iOS,123.0
Bob,Alvarez,69,AndroidOS,120.0
Holden,Adams,59,iOS,111.0
Micheal,Ortiz,34,iOS,118.0
Preston,Brown,51,AndroidOS,121.0
Marvin,Brown,49,iOS,96.0
Bryson,James,74,,85.0
Bryce,Kelly,38,iOS,110.0
Vivian,Ortiz,65,iOS,88.0
Holden,Parker,34,AndroidOS,104.0
Gracie,Ramos,44,iOS,117.0
Hadley,Ramos,25,AndroidOS,107.0
Lucy,Ruiz,64,AndroidOS,86.0
Ashley,Reed,51,iOS,119.0
Bradley,Bell,45,AndroidOS,125.0
Alby,Gibson,28,iOS,
Beckham,Scott,52,iOS,114.0
Colton,Reyes,58,AndroidOS,119.0
Lauren,Scott,37,iOS,122.0
Martha,Cox,66,iOS,90.0
Ella,Palmer,71,,87.0
Mary,Hill,32,iOS,92.0
Roary,Castillo,74,,95.0
Vanessa,Coleman,36,iOS,103.0
Tyler,Phillips,70,iOS,111.0
Natasha,Nguyen,23,AndroidOS,122.0
Bryce,Rogers,48,AndroidOS,93.0
,Walker,53,AndroidOS,88.0
Mary,Scott,32,iOS,87.0
Payton,Williams,67,AndroidOS,122.0
Cole,Jones,28,iOS,112.0
Cole,Mitchell,29,AndroidOS,107.0
Madeline,Fry,21,AndroidOS,90.0
Dean,Williams,60,AndroidOS,100.0
Easton,Wright,28,iOS,127.0
Wyatt,Cooper,25,iOS,100.0
Karter,Reed,20,AndroidOS,125.0
Cole,,57,iOS,88.0
Christian,Robinson,54,AndroidOS,
Rhett,Powell,31,iOS,127.0
Gideon,Price,24,iOS,85.0
Easton,Cook,62,iOS,118.0
Julian,Peterson,57,iOS,114.0
Shannon,Lee,56,iOS,94.0
Presley,Moore,25,AndroidOS,93.0
Roary,Garcia,36,AndroidOS,96.0
Jameson,Guiterrez,61,AndroidOS,85.0
Hunter,Adams,62,AndroidOS,99.0
Teresa,Foster,25,AndroidOS,117.0
Ashton,Castillo,62,iOS,90.0
,Thomas,71,,
Spencer,Baker,56,AndroidOS,
Faith,Brooks,32,iOS,122.0
Lucy,Hughes,31,AndroidOS,93.0
Bradley,Howard,46,iOS,123.0
Ron,Wood,34,iOS,99.0
Ella,Brown,55,AndroidOS,90.0
Wesley,Baker,28,iOS,121.0
Lane,Nelson,65,iOS,96.0
Paul,Watson,20,iOS,104.0
Alyssa,Nguyen,21,AndroidOS,85.0
Robert,Colon,26,Windows,88.0
Kingston,Diaz,47,iOS,121.0
Weston,Robinson,23,iOS,98.0
Weston,Reyes,43,iOS,100.0
Everett,Reyes,43,AndroidOS,110.0
Everleigh,Mendoza,48,iOS,90.0
Cahrlie,Morales,68,Windows,122.0
Jon,Roberts,53,iOS,94.0
Blake,Smith,71,,111.0
Waylon,Long,73,,99.0
Brooks,Peterson,71,,128.0
Micheal,Stewart,27,AndroidOS,118.0
Lisa,Gonzalez,70,AndroidOS,115.0
Preston,Jimenez,20,AndroidOS,94.0
Martha,Coleman,24,Windows,94.0
Gunther,Hernandez,49,iOS,117.0
Everett,Richardson,22,iOS,106.0
Robert,James,64,iOS,124.0
Jeremy,Jenkins,43,iOS,98.0
Josie,Martin,43,AndroidOS,92.0
Steve,Phillips,60,Windows,99.0
Nash,Hill,58,Windows,109.0
Bradley,Ward,35,iOS,119.0
Natasha,Watson,34,AndroidOS,110.0
Everleigh,Richardson,37,iOS,
Natasha,Cooper,36,iOS,111.0
Hunter,,25,AndroidOS,121.0
Marley,Gomez,61,iOS,90.0
Mary,Green,36,AndroidOS,93.0
Lisa,Palmer,50,iOS,105.0
Oscar,Perez,35,iOS,106.0
Hayden,Turner,36,iOS,104.0
Christian,Williams,73,,90.0
Micheal,Morgan,68,iOS,105.0
Rhett,Campbell,62,AndroidOS,107.0
Vivian,Wilson,34,AndroidOS,103.0
Blake,Cruz,44,iOS,86.0
Ron,Jones,43,AndroidOS,122.0
Garett,Murphy,69,iOS,108.0
Gunther,Patel,74,,110.0
Hunter,Mitchell,54,iOS,114.0
Peyton,Ramirez,44,iOS,117.0
Graham,AllenKing,33,iOS,123.0
Faith,Murphy,68,AndroidOS,97.0
Abdul,Wilson,64,iOS,96.0
Desirae,Baker,23,iOS,112.0
Marley,Jones,68,AndroidOS,114.0
Ron,Jackson,42,iOS,109.0
Natasha,Walker,34,AndroidOS,120.0
Josie,Roberts,43,iOS,
Alby,Cooper,57,AndroidOS,118.0
Everleigh,Patel,23,AndroidOS,94.0
Olive,Hill,29,AndroidOS,85.0
Karter,James,72,,95.0
Cole,Cox,64,iOS,111.0
Marvin,Powell,37,Windows,92.0
Teresa,,22,iOS,101.0
Martha,Richardson,62,iOS,92.0
Presley,Wilson,34,AndroidOS,120.0
Lincoln,Flores,43,Windows,91.0
Avery,Torres,61,AndroidOS,92.0
Ron,Bennet,28,AndroidOS,107.0
Walker,Nguyen,69,AndroidOS,114.0
Abdul,Flores,68,iOS,122.0
Kinsley,Smith,45,iOS,119.0
Hailey,Long,70,Windows,102.0
Jeremy,Mitchell,38,Windows,93.0
Cole,Murphy,56,AndroidOS,89.0
Hailey,Rogers,40,iOS,93.0
King,Roberts,51,iOS,123.0
Daisy,,57,AndroidOS,124.0
Mason,Jackson,51,AndroidOS,
Hazel,Baker,50,iOS,101.0
Walker,Sanders,40,iOS,98.0
Beckham,Reyes,42,AndroidOS,94.0
Ron,Stewart,40,iOS,127.0
Madison,Taylor,66,iOS,90.0
Myles,Lopez,63,iOS,100.0
Kinsley,James,28,iOS,128.0
Jack,Harris,33,AndroidOS,101.0
Alyssa,Ward,29,iOS,111.0
Steven,Palmer,58,AndroidOS,114.0
Roary,Diaz,28,iOS,117.0
Ashton,Ross,40,AndroidOS,111.0
Tom,Wilson,60,AndroidOS,94.0
Remington,Evans,20,AndroidOS,127.0
Cole,Morris,72,,120.0
Cole,Myers,57,AndroidOS,109.0
Gideon,Harris,44,iOS,87.0
Micheal,AllenKing,32,iOS,100.0
Wesley,Watson,49,AndroidOS,100.0
Jackson,Little,52,iOS,92.0
Lilly,Gomez,20,iOS,
Bryce,Powell,37,iOS,99.0
Ivor,Cruz,61,iOS,125.0
Vivian,Edwards,28,AndroidOS,93.0
Sawyer,Watson,60,iOS,114.0
Ashley,Colon,45,AndroidOS,95.0
Avery,Reyes,58,iOS,96.0
Georgia,Miller,63,AndroidOS,129.0
Kinsley,Myers,41,iOS,122.0
Blake,Morales,51,iOS,112.0
Andrey,Gibson,35,iOS,85.0
Nash,,62,iOS,92.0
Holden,Brown,71,,126.0
Bob,Parker,27,iOS,120.0
Alex,Roberts,59,AndroidOS,
Jaxon,Nelson,54,iOS,92.0
Dean,Price,51,iOS,124.0
Abdul,White,70,iOS,96.0
Bryce,Perez,53,iOS,96.0
Madison,Kelly,29,iOS,129.0
Jonny,Patel,27,AndroidOS,106.0
Karter,Price,29,AndroidOS,128.0
Andrey,Cooper,63,iOS,87.0
Lane,Lewis,51,AndroidOS,88.0
Tom,Nelson,24,iOS,100.0
Scarlett,Reed,21,iOS,106.0
Steve,Chavez,54,AndroidOS,121.0
Robert,Parker,60,AndroidOS,99.0
Brandon,Green,52,iOS,88.0
Christina,Ruiz,37,iOS,120.0
Avery,Lewis,61,iOS,114.0
Scarlett,Foster,29,AndroidOS,112.0
Braxton,Peterson,66,iOS,127.0
Lena,Reese,64,iOS,96.0
Bryson,Ramirez,50,iOS,93.0
Sawyer,Lewis,21,AndroidOS,126.0
Hunter,Davis,65,AndroidOS,104.0
Bob,Alvarez,25,AndroidOS,93.0
Steven,Long,36,iOS,126.0
Mark,Baker,51,iOS,112.0
Julian,Carter,40,iOS,92.0
Jonathan,Richardson,34,AndroidOS,88.0
Ron,Edwards,65,iOS,126.0
Hope,Lewis,21,iOS,129.0
Mary,Peterson,51,iOS,99.0
Marvin,Fry,72,,124.0
King,Davis,22,AndroidOS,88.0
Bennet,Peterson,27,Windows,129.0
Preston,Sanders,58,AndroidOS,120.0
River,Murphy,55,AndroidOS,112.0
Roary,Lopez,26,AndroidOS,86.0
Taylor,Bell,23,AndroidOS,104.0
Colton,Anderson,61,iOS,109.0
Rhett,Rodriguez,45,iOS,95.0
Archer,Ward,69,iOS,102.0
Brooke,Watson,47,iOS,109.0
Weston,Lewis,33,iOS,120.0
Ella,Walker,43,iOS,110.0
Arthur,Morales,50,iOS,104.0
Myles,Garcia,28,iOS,106.0
Easton,Morales,23,iOS,126.0
Faith,Rogers,46,iOS,93.0
Cole,Wilson,65,AndroidOS,97.0
Bentley,Mitchell,20,iOS,128.0
Lucy,Brooks,20,Windows,127.0
Kinsley,Sullivan,22,iOS,122.0
Madeline,White,41,iOS,85.0
Bryce,Ramos,41,iOS,91.0
Lisa,Long,69,iOS,104.0
Walker,Robinson,47,iOS,123.0
Natasha,Hughes,42,iOS,112.0
Alby,Mitchell,31,Windows,117.0
Evelyn,Scott,59,AndroidOS,110.0
,Hughes,46,iOS,125.0
Beckett,Mendoza,41,AndroidOS,114.0
Legend,Robinson,61,iOS,
Piper,Jenkins,27,iOS,121.0
Brooks,Wood,63,AndroidOS,
Vivian,Bell,29,iOS,
Hudson,Bennet,20,iOS,106.0
Rhett,Hernandez,71,,
Minho,Evans,57,iOS,103.0
Lena,James,54,iOS,88.0
Madeline,Green,62,iOS,114.0
Cole,Smith,65,AndroidOS,85.0
Everett,Robinson,35,iOS,107.0
Christian,Ramirez,31,AndroidOS,101.0
Brooke,Murphy,39,iOS,116.0
Rhett,Howard,52,AndroidOS,
Journee,Little,62,iOS,116.0
Alex,Williams,51,iOS,122.0
River,Cox,21,iOS,124.0
Brandon,,50,AndroidOS,114.0
,Russel,61,iOS,106.0
Kinsley,Murphy,35,iOS,86.0
Roary,Watson,73,,121.0
Cole,James,56,AndroidOS,113.0
Ashley,Scott,21,Windows,105.0
Leo,Guiterrez,48,AndroidOS,92.0
Josie,Thompson,47,iOS,127.0
Martha,Patel,56,AndroidOS,101.0
,Wood,33,iOS,85.0
Merlin,Perez,21,iOS,124.0
Lane,Stewart,52,AndroidOS,104.0
Robert,Collins,43,AndroidOS,101.0
Madeline,Lewis,52,iOS,125.0
Abdul,Hernandez,43,iOS,
Jon,Richardson,38,AndroidOS,127.0
Lincoln,Hernandez,24,AndroidOS,115.0
Cole,Ward,26,iOS,97.0
,Rivera,58,AndroidOS,127.0
Daisy,Parker,72,,105.0
Brandon,James,47,iOS,122.0
Jackson,Harris,40,iOS,125.0
Mary,Cruz,21,iOS,
Alyssa,Adams,51,AndroidOS,128.0
,Morris,74,,98.0
Bentley,Thomas,56,AndroidOS,102.0
Dean,Youmg,25,iOS,88.0
Tom,Sancherz,65,iOS,103.0
Miles,Thompson,52,AndroidOS,93.0
Alyssa,Bennet,31,iOS,129.0
Emmet,Guiterrez,46,Windows,100.0
Wyatt,Anderson,24,iOS,111.0
Remington,Alvarez,22,iOS,111.0
Parker,Campbell,20,iOS,102.0
Brandon,Ramirez,37,iOS,122.0
Parker,Martinez,29,iOS,118.0
Everleigh,Alvarez,33,iOS,116.0
Parker,Castillo,46,AndroidOS,107.0
River,Long,49,AndroidOS,114.0
Wesley,Martinez,31,iOS,115.0
Everleigh,Morgan,35,AndroidOS,123.0
Lane,Gibson,71,,
Hazel,Russel,68,iOS,107.0
Olive,,54,iOS,87.0
Tyler,White,70,iOS,86.0
Lauren,Ruiz,41,iOS,124.0
Bentley,Sancherz,52,AndroidOS,105.0
Lincoln,Chavez,53,AndroidOS,92.0
Silas,Thompson,65,AndroidOS,114.0
Bentley,Little,37,iOS,129.0
Karter,Evans,71,,93.0
Josie,Smith,70,iOS,96.0
Taylor,Harris,33,iOS,94.0
Kinsley,Williams,54,AndroidOS,127.0
Fridge,Murphy,35,iOS,89.0
Ivy,AllenKing,52,AndroidOS,
Archer,Flores,21,iOS,110.0
Tucker,Jackson,22,iOS,112.0
Christian,Wood,45,AndroidOS,
Lilly,Robinson,31,iOS,90.0
Millie,Fry,57,iOS,128.0
Harry,Jackson,26,AndroidOS,88.0
,Lopez,32,iOS,92.0
Bennet,Ramos,56,AndroidOS,90.0
Beckham,Anderson,35,iOS,92.0
Ellie,Carter,32,AndroidOS,98.0
Hailey,Nelson,48,AndroidOS,86.0
Christina,Fry,74,,101.0
Madison,Murphy,71,,99.0
Ron,Miller,55,iOS,114.0
Mason,Sullivan,44,iOS,85.0
Cole,Rivera,25,iOS,104.0
Harry,Lewis,44,iOS,89.0
Kinsley,Smith,64,iOS,114.0
Wesley,Bloom,56,AndroidOS,118.0
Hazel,Turner,20,iOS,124.0
Cole,Patel,31,AndroidOS,104.0
Beckham,Guiterrez,23,iOS,87.0
Jeremy,Scott,31,iOS,113.0
Parker,Anderson,41,AndroidOS,89.0
Brandon,Sullivan,68,iOS,127.0
Lauren,Foster,58,AndroidOS,89.0
Teresa,Alvarez,27,AndroidOS,117.0
Kimberly,Jones,60,iOS,105.0
Micheal,Jenkins,64,iOS,129.0
Evelyn,Gonzalez,39,iOS,125.0
Arthur,Lee,34,iOS,115.0
Everett,Morris,22,Windows,101.0
Cole,Foster,42,iOS,114.0
Beckham,Gomez,31,AndroidOS,105.0
Bryce,Torres,27,iOS,105.0
Avery,Ward,65,AndroidOS,119.0
Ashley,Nelson,61,iOS,91.0
Edward,Campbell,33,Windows,122.0
Spencer,Williams,71,,96.0
Parker,Wood,61,AndroidOS,116.0
Beckett,Evans,72,,100.0
Leo,,62,iOS,127.0
Merlin,Williams,32,AndroidOS,104.0
Steven,Reed,31,AndroidOS,123.0
Alby,Lee,30,iOS,111.0
Marley,Mitchell,32,iOS,117.0
Zoe,Sanders,23,AndroidOS,91.0
Faith,Jimenez,21,iOS,97.0
Georgia,Wilson,37,iOS,
Lena,Patel,67,AndroidOS,116.0
Graham,Brooks,41,iOS,100.0
Brandon,Johnson,26,AndroidOS,115.0
Legend,Ramirez,38,iOS,104.0
Rhett,Ramos,37,iOS,113.0
Brooke,Kelly,29,iOS,92.0
,Palmer,43,iOS,105.0
Hunter,Phillips,38,iOS,121.0
Jonny,Foster,74,,128.0
Sawyer,Clark,72,,93.0
Edward,Cooper,56,AndroidOS,116.0
Josie,Phillips,62,iOS,88.0
Madeline,Coleman,65,AndroidOS,117.0
Paul,Jones,54,AndroidOS,116.0
Lena,Adams,53,iOS,124.0
Alexis,Gray,32,iOS,124.0
Cole,Robinson,63,iOS,88.0
Brandon,Brooks,66,AndroidOS,95.0
Julian,Price,41,iOS,116.0
Fridge,Fry,20,AndroidOS,111.0
Legend,Smith,43,iOS,118.0
Olive,Garcia,67,AndroidOS,119.0
River,Ross,30,iOS,92.0
Gunther,Ruiz,63,AndroidOS,107.0
Ella,Gonzalez,23,iOS,100.0
Zoe,Johnson,60,iOS,114.0
Peyton,Carter,32,iOS,118.0
Bennet,Cooper,37,AndroidOS,98.0
Vivian,Bennet,33,AndroidOS,104.0
Gunther,Nelson,23,AndroidOS,126.0
Graham,Ramos,23,iOS,129.0
Silas,Collins,29,iOS,126.0
Bennet,Morgan,39,iOS,109.0
Lisa,Kim,51,AndroidOS,101.0
Tom,Jimenez,71,,124.0
Paul,Kim,68,iOS,118.0
Dean,Clark,31,AndroidOS,116.0
Eleanor,Little,39,AndroidOS,107.0
Kimberly,Guiterrez,27,iOS,122.0
Bennet,Palmer,47,AndroidOS,85.0
Cole,Morales,26,iOS,85.0
Daisy,Collins,30,AndroidOS,92.0
Avery,Cooper,60,AndroidOS,91.0
Gideon,Green,70,iOS,
Kingston,,51,Windows,123.0
Wesley,Morris,68,iOS,123.0
Rhett,Colon,24,iOS,129.0
Sawyer,Parker,40,iOS,86.0
Jon,Mitchell,58,AndroidOS,101.0
Hayden,Ruiz,31,iOS,
Preston,White,33,Windows,94.0
,Rodriguez,55,iOS,128.0
Leo,Ramos,28,iOS,115.0
Blakely,Patel,66,iOS,106.0
Vanessa,,49,iOS,97.0
Alby,Price,38,iOS,100.0
Hunter,Reese,64,iOS,114.0
King,Green,24,iOS,118.0
Lauren,Fry,44,iOS,126.0
Madeline,Wright,45,iOS,124.0
Bentley,Long,26,iOS,106.0
Martha,Youmg,52,AndroidOS,
Marvin,Bailey,30,AndroidOS,119.0
Christian,Lewis,60,AndroidOS,
,Bloom,60,AndroidOS,128.0
Lisa,Nelson,63,AndroidOS,93.0
Steve,Baker,66,AndroidOS,98.0
Madeline,Baker,29,AndroidOS,117.0
Andrea,Lewis,53,iOS,113.0
Ivy,Jones,60,AndroidOS,111.0
Vivian,Jimenez,56,AndroidOS,112.0
Gideon,,55,iOS,93.0
Leo,Palmer,53,iOS,117.0
Lucy,Robinson,44,iOS,86.0
Alex,Williams,57,AndroidOS,98.0
Parker,Evans,42,iOS,97.0
Avery,Nelson,42,iOS,91.0
Bradley,Thompson,50,AndroidOS,124.0
Julian,Thompson,26,iOS,97.0
